escuela,sexo,edad,tipo_hogar,tamano_familia,estado_padres,educacion_madre,educacion_padre,trabajo_madre,trabajo_padre,apoderado,tiempo_viaje,tiempo_estudio,reprobaciones,soporte_educacional,soporte_familiar,pago_extra,actividades,ed_superior,internet,relacion_amorosa,relacion_familiar,tiempo_libre,salir,alcohol_dia,alcohol_fin_de_semana,salud,ausencias,nota_final
MS,M,18,U,IMayor3,J,1,1,en_casa,publico,padre,2,3,0,no,no,no,no,si,si,no,5,3,2,1,1,4,0,18
MS,M,18,R,IMayor3,S,1,2,en_casa,otro,madre,3,2,0,no,no,no,no,si,no,si,4,3,4,1,4,5,0,15
MS,M,18,U,IMenor3,J,3,3,publico,publico,madre,2,2,0,no,si,no,no,si,si,si,4,3,2,1,3,3,6,13
MS,M,17,U,IMayor3,J,4,4,en_casa,en_casa,madre,1,2,0,no,si,no,si,si,si,si,2,3,4,1,1,1,4,15
MS,M,17,R,IMenor3,J,1,2,otro,publico,padre,2,2,0,no,no,no,no,si,no,no,3,2,2,1,2,3,0,13
MS,H,18,R,IMenor3,J,1,3,en_casa,otro,madre,2,2,0,no,si,si,no,si,no,no,3,3,4,2,4,3,0,9
MS,H,18,U,IMayor3,J,4,4,profesora,publico,madre,2,3,0,no,no,no,no,si,si,si,4,2,2,2,2,5,0,16
MS,M,17,R,IMenor3,J,1,1,otro,publico,madre,3,1,1,no,si,no,no,si,si,si,5,2,1,1,2,1,0,9
MS,M,18,U,IMenor3,J,2,3,en_casa,publico,padre,2,1,0,no,si,no,no,si,si,si,5,2,3,1,2,4,0,10
MS,M,18,R,IMenor3,J,4,4,otro,profesor,padre,3,2,0,no,si,no,no,si,si,si,3,2,2,4,2,5,0,0
MS,H,18,R,IMayor3,J,1,2,en_casa,publico,padre,3,1,0,no,si,no,si,no,si,si,4,3,3,2,3,3,3,10
MS,M,17,U,IMenor3,J,2,2,otro,en_casa,madre,1,3,0,no,no,no,si,si,no,si,3,4,3,1,1,3,8,12
MS,M,17,R,IMenor3,J,1,2,otro,otro,madre,1,1,0,no,no,no,si,si,si,no,3,5,5,1,3,1,4,9
MS,M,18,R,IMayor3,J,4,4,otro,otro,madre,2,3,0,no,no,no,no,si,si,no,5,4,4,1,1,1,0,17
MS,M,18,R,IMenor3,J,1,1,otro,otro,madre,4,3,0,no,no,no,no,si,si,no,4,3,2,1,2,4,4,12
MS,M,19,R,IMenor3,J,1,1,en_casa,otro,padre,2,2,1,no,si,no,no,si,si,si,4,3,3,1,1,3,4,9
MS,M,18,R,IMayor3,J,4,4,profesora,publico,madre,1,2,0,no,no,no,si,si,si,no,5,4,3,3,4,2,1,14
MS,M,18,U,IMenor3,J,3,3,otro,otro,madre,1,2,0,no,no,no,no,si,si,si,4,1,3,1,2,1,1,16
MS,M,17,R,IMenor3,J,3,1,en_casa,otro,madre,1,2,0,no,si,no,si,si,si,no,4,5,4,2,3,1,10,9
MS,H,18,U,IMenor3,J,4,4,profesora,profesor,padre,1,2,0,no,no,no,si,si,si,no,3,2,4,1,4,2,4,19
MS,H,18,R,IMenor3,J,2,1,otro,otro,madre,2,1,0,no,no,no,si,si,si,si,4,4,3,1,3,5,0,0
MS,H,17,U,IMenor3,J,2,3,otro,publico,padre,2,2,0,no,no,no,si,si,si,no,4,4,3,1,1,3,4,16
MS,H,19,R,IMenor3,J,1,1,otro,publico,madre,2,1,1,no,no,no,no,si,no,no,4,3,2,1,3,5,0,0
MS,H,18,R,IMenor3,J,4,2,otro,otro,padre,2,1,1,no,no,si,no,si,no,no,5,4,3,4,3,3,0,0
MS,M,18,R,IMenor3,J,2,2,en_casa,otro,madre,2,3,0,no,no,no,no,si,no,no,5,3,3,1,3,4,0,15
MS,M,17,U,IMenor3,J,4,3,profesora,otro,madre,2,2,0,no,no,no,no,si,si,no,5,5,4,1,1,1,0,11
MS,M,18,R,IMenor3,J,4,4,profesora,en_casa,madre,3,1,0,no,si,no,si,si,si,si,4,4,3,2,2,5,4,10
MS,M,19,R,IMenor3,J,2,3,publico,otro,madre,1,3,1,no,no,no,si,si,si,no,5,4,2,1,2,5,4,10
MS,M,18,U,IMayor3,J,3,1,profesora,publico,madre,1,2,0,no,si,no,no,si,si,no,4,3,4,1,1,1,4,16
MS,M,18,U,IMenor3,J,1,1,otro,otro,madre,2,2,0,no,no,no,si,si,no,no,1,1,1,1,1,5,6,9
MS,H,17,U,IMayor3,J,3,1,publico,publico,madre,2,1,0,no,no,no,no,si,si,no,2,4,5,3,4,2,6,10
MS,H,18,R,IMayor3,J,3,2,publico,otro,madre,3,1,0,no,no,no,no,si,si,no,4,4,1,3,4,5,4,11
